id,comment,sentiment
1940,আমি আজ বাজার থেকে যে পণ্যটি কিনেছি তা প্রত্যাশা অনুযায়ী ভালো মানের ছিল না এবং দ্রুত নষ্ট হয়ে গেছে।,negative
1941,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1942,আজকের আবহাওয়া চমৎকার।,positive
1943,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1944,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
1945,"আমি প্রতিদিন সকালে হাঁটতে যাই, যা আমার স্বাস্থ্যের জন্য ভালো এবং মনও ফ্রেশ থাকে।",neutral
1946,আমি পরীক্ষায় ভালো ফলাফল করেছি।,positive
1947,ফলাফলে আমি হতাশ।,negative
1948,"আজকের দিনটি সাধারণভাবেই কেটেছে, বিশেষ কিছু ঘটেনি তবে ব্যস্ত সময় পার করেছি।",neutral
1949,সিনেমাটি বিরক্তিকর ছিল।,negative
1950,আমার মোবাইলটি নষ্ট হয়ে গেছে।,negative
1951,আমি সকাল ৭টায় উঠেছি।,neutral
1952,তুমি সময়মতো কাজ করোনি।,negative
1953,আজ রবিবার।,neutral
1954,বাংলাদেশ দক্ষিণ এশিয়ার একটি দেশ।,neutral
1955,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1956,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
1957,আমরা ঢাকায় থাকি।,neutral
1958,সিনেমাটি বিরক্তিকর ছিল।,negative
1959,বন্ধুদের সাথে সময় কাটিয়ে খুব ভালো লেগেছে।,positive
1960,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
1961,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1962,আজকের দিনটি সাধারণভাবে কেটেছে।,neutral
1963,আজ খুব খারাপ লাগছে।,negative
1964,"বাংলাদেশের গ্রামগুলো এখনও প্রকৃতির সৌন্দর্য ধরে রেখেছে, যেখানে নদী, সবুজ ক্ষেত আর গাছপালা মন ভরে দেয়।",positive
1965,ফলাফলে আমি হতাশ।,negative
1966,খাবারটি অসাধারণ স্বাদযুক্ত ছিল।,positive
1967,ফলাফলে আমি হতাশ।,negative
1968,"আজকের অনুষ্ঠানটি সত্যিই অসাধারণ ছিল, এত সুন্দরভাবে আয়োজন করা হয়েছে যে সবার মুখে হাসি ফুটে উঠেছে।",positive
1969,আজকের আবহাওয়া চমৎকার।,positive
1970,পরীক্ষাটা খুব কঠিন ছিল।,negative
1971,ট্রাফিক জ্যাম ভয়াবহ।,negative
1972,আজকের দিনটা খুব ভালো লাগছে।,positive
1973,আমি নতুন একটি বই কিনেছি।,neutral
1974,"আমি এই প্রকল্পের ফলাফল দেখে অভিভূত, সবার কঠোর পরিশ্রম সত্যিই প্রশংসার যোগ্য।",positive
1975,"আজ সকালে আমি নাস্তা করার পর পত্রিকা পড়েছি এবং তারপর কাজে বেরিয়েছি, বিকেলে অফিস থেকে ফিরে বই পড়েছি।",neutral
